"time","end_price_AAPL.UW.Equity","end_price_GOOGL.UW.Equity","end_price_GOOG.UW.Equity","end_price_MSFT.UW.Equity","end_price_BRK.B.US.Equity","end_price_AMZN.UW.Equity","end_price_FB.UW.Equity","end_price_JNJ.UN.Equity","end_price_XOM.UN.Equity","end_price_JPM.UN.Equity","end_price_WFC.UN.Equity","end_price_GE.UN.Equity","end_price_T.UN.Equity","end_price_BAC.UN.Equity","end_price_PG.UN.Equity","end_price_WMT.UN.Equity","end_price_CVX.UN.Equity","end_price_V.UN.Equity","end_price_PFE.UN.Equity","end_price_VZ.UN.Equity","end_price_MRK.UN.Equity","end_price_KO.UN.Equity","end_price_HD.UN.Equity","end_price_CMCSA.UW.Equity","end_price_DIS.UN.Equity","end_price_ORCL.UN.Equity","end_price_CSCO.UW.Equity","end_price_PM.UN.Equity","end_price_C.UN.Equity","end_price_IBM.UN.Equity","end_price_INTC.UW.Equity","end_price_UNH.UN.Equity","end_price_PEP.UN.Equity","end_price_MO.UN.Equity","end_price_AMGN.UW.Equity","end_price_MA.UN.Equity","end_price_MMM.UN.Equity","end_price_MDT.UN.Equity","end_price_BA.UN.Equity","end_price_KHC.UW.Equity","end_price_SLB.UN.Equity","end_price_MCD.UN.Equity","end_price_GS.UN.Equity","end_price_ABBV.UN.Equity","end_price_CHTR.UW.Equity","end_price_HON.UN.Equity","end_price_CELG.UW.Equity","end_price_BMY.UN.Equity","end_price_NKE.UN.Equity","end_price_USB.UN.Equity","end_price_LLY.UN.Equity","end_price_UPS.UN.Equity","end_price_WBA.UW.Equity","end_price_GILD.UW.Equity","end_price_UTX.UN.Equity","end_price_AVGO.UW.Equity","end_price_UNP.UN.Equity","end_price_MS.UN.Equity","end_price_RAI.UN.Equity","end_price_PCLN.UW.Equity","end_price_QCOM.UW.Equity","end_price_CVS.UN.Equity","end_price_SBUX.UW.Equity","end_price_ACN.UN.Equity","end_price_AGN.UN.Equity","end_price_TXN.UW.Equity","end_price_ABT.UN.Equity","end_price_LMT.UN.Equity","end_price_DOW.UN.Equity","end_price_TWX.UN.Equity","end_price_COST.UW.Equity","end_price_AXP.UN.Equity","end_price_LOW.UN.Equity","end_price_DD.UN.Equity","end_price_MDLZ.UW.Equity","end_price_CL.UN.Equity","end_price_CB.UN.Equity","end_price_BIIB.UW.Equity","end_price_BLK.UN.Equity","end_price_AIG.UN.Equity","end_price_PNC.UN.Equity","end_price_TMO.UN.Equity","end_price_NEE.UN.Equity","end_price_NFLX.UW.Equity","end_price_DHR.UN.Equity","end_price_ADBE.UW.Equity","end_price_CRM.UN.Equity","end_price_MET.UN.Equity","end_price_NVDA.UW.Equity","end_price_GD.UN.Equity","end_price_COP.UN.Equity","end_price_DUK.UN.Equity","end_price_SCHW.UN.Equity","end_price_FOXA.UW.Equity","end_price_FOX.UW.Equity","end_price_SPG.UN.Equity","end_price_GM.UN.Equity","end_price_EOG.UN.Equity","end_price_CAT.UN.Equity","end_price_PYPL.UW.Equity","end_price_FDX.UN.Equity","end_price_TJX.UN.Equity","end_price_MON.UN.Equity","end_price_BK.UN.Equity","end_price_F.UN.Equity","end_price_SO.UN.Equity","end_price_AMT.UN.Equity","end_price_SYK.UN.Equity","end_price_PRU.UN.Equity","end_price_KMI.UN.Equity","end_price_OXY.UN.Equity","end_price_D.UN.Equity","end_price_KMB.UN.Equity","end_price_ADP.UW.Equity","end_price_ITW.UN.Equity","end_price_AET.UN.Equity","end_price_RTN.UN.Equity","end_price_HAL.UN.Equity","end_price_COF.UN.Equity","end_price_CSX.UW.Equity","best_income_rate","which.max"
"0001","0.102425876010782",NA,NA,"-0.0868410298324479","-0.125151883353584","0.0669144981412638",NA,"-0.166163141993958","-0.0979640718562875","-0.0102554540369197","-0.1735","-0.00899685110211423","-0.118942731277533","-0.0491329479768785","-0.127676447264076","-0.110684931506849","-0.106270943034945",NA,"-0.116822429906542","-0.210014409221902","-0.218796085266121","-0.156685236768802","0.0208370121843546","-0.0730180806675939","-0.0775886128942228",NA,"0.207123287671233",NA,"-0.100104821802935","-0.0908280595418486","0.142106327066909","-0.0361990950226245","-0.0550835042484618","-0.0432989690721649","0.0706547338671691",NA,"-0.0587481307412946","0.0587978142076502","-0.167682238772286",NA,"0.209957418932198","-0.151384780855069","0.00949470697369862",NA,NA,"0.00251414204902587","1.37113402061856","-0.139286851321235","-0.37609841827768","-0.254035683942226","-0.111244019138756","-0.0818487394957983",NA,"0.636986301369863","-0.0377786173026067",NA,"-0.05","0.0630909090909091","0.0465116279069768","-0.0355459770114943","0.121574803149606","0.00171722953634809","0.0974999999999999",NA,"-0.0076903994046143",NA,"0.00410958904109592","-0.0698666666666666","-0.0685037342261137","0.0362087326943557","0.0140988966080916","-0.185901434809732","0.0672043010752688","-0.144157002676182",NA,"-0.119473506581168","0.0107405313736573","0.116417139907073","0.239428571428571","-0.150659489948582","-0.193958333333333","-0.0971198928332217","-0.0844001896633476",NA,"-0.0538555691554467","0.851851851851852",NA,NA,"0.724919093851133","-0.081918505942275","-0.0641848523748395","-0.160023795359905","0.17056856187291",NA,NA,"-0.0482634190347316",NA,"-0.0403022670025189","-0.173892554194156",NA,"-0.116784630940344","-0.0245098039215686",NA,"-0.179981421272643","-0.163214061519146","-0.134529147982063","0.372630992196209","-0.0711111111111111",NA,NA,"-0.19202518363064","-0.121647509578544","-0.165352981494174",NA,"-0.116581196581197",NA,"-0.188952213941254","0.0605555555555555","-0.102195121951219",NA,"1.37113402061856","47"
"0002","0.185819070904645",NA,NA,"0.188856567464757","0.263888888888889","-0.027293844367015",NA,"-0.0236900780379042","0.0331917153478492","0.095139412207988","0.238354506957048","0.174080798910576","0.105263157894737","0.138514980460269","-0.360681818181818","0.139864448552064","0.237814675950723",NA,"0.137877373171491","0.249202006383949","0.00909558949716825","-0.0309661436829067","0.115723923196679","0.0315078769692423","0.235098335854766",NA,"0.169768497503404",NA,"0.1475164323155","0.156862745098039","0.167610619469027","0.165884194053208","0.0716279069767443","0.0538793103448276","-0.0998680158380994",NA,"0.00499319110304128","0.0619322873658134","0.0287418655097613",NA,"0.0354629128316189","0.190114068441065","0.13654054054054",NA,NA,"0.0948798328108673","-0.398550724637681","0.0166450896985389","0.394366197183099","0.288154897494305","0.059892328398385","0.153212520593081",NA,"-0.171548117154812","0.240282685512368",NA,"0.0294736842105262","0.158029758850693","-0.0533333333333334","0.430146292047791","0.0483010390339792","0.0731428571428572","0.275626423690205",NA,"-0.00775000000000006",NA,"0.0743519781718963","0.172018348623853","0.0505944152612662","0.139859540938678","0.0590368728591578","0.110089399744572","0.225020990764064","0.0471127788200959",NA,"0.0804906094289","0.279642058165548","-0.30242774566474","-0.066390041493776","0.238165620570966","0.164642026363402","0.304154302670623","0.192646297255308",NA,"0.249676584734799","0.0913725490196078",NA,NA,"0.320825515947467","0.150254276467869","0.209190672153635","0.0823890462700661","0.357142857142857",NA,NA,"0.0213270142180094",NA,"0.391076115485564","0.124928693667998",NA,"0.116199198626216","0.394472361809045",NA,"0.24780515434721","0.103525881470368","-0.0192450037009622","0.00263959390862949","0.192071086807929",NA,NA,"0.292207792207792","0.0479825517993456","0.0833504413878054",NA,"0.0692724458204334",NA,"-0.0405405405405405","0.0738606600314301","0.302363488182559",NA,"0.430146292047791","60"
"0003","-0.0865979381443299",NA,NA,"-0.343497082627517","0.0527472527472528","-0.176268656716418",NA,"0.177562089637454","-0.00179902338730386","-0.173576466540513","0.00293111871030788","0.0133384883046589","0.0430952380952382","-0.0655987795575896","0.0597227159616068","-0.00216216216216212","-0.0791864993509303",NA,"0.152352297592998","-0.0306625296586968","0.118707482993197","0.00255645504899882","-0.130852713178295","-0.0545454545454545","0.0470357667809898",NA,"-0.103220799379123",NA,"0.00210266821345709","-0.0539830508474577","-0.0388055176595423","0.119463087248322","0.0616319444444443","0.0347648261758691","-0.0876507005539264",NA,"-0.0232610659439928","0.00972006220839813","0.0461254612546125",NA,"0.000784313725490226","0.0151757188498403","-0.113002948730144",NA,NA,"0.0627982439396831","0.416867469879518","-0.092050209205021","0.0969696969696969","0.0844385499557913","0.227142857142857","0.0555555555555556",NA,"-0.146464646464646","-0.0158277936055714",NA,"0.0766871165644172","-0.0590754689115344","0.215962441314554","-0.209375","-0.273774444146799","0.15814696485623","-0.325",NA,"0.132275132275132",NA,"0.092063492063492","0.217221135029354","-0.00868421052631574","-0.110601848373281","0.0285388127853881","0.00759318913943853","-0.151473612063057","-0.102926537925542",NA,"0.0131252217098261","0.0463286713286714","-0.348690752403049","0.283950617283951","0.00170882867561701","-0.0317354638260098","-0.0494880546075084","-0.0191055145462441",NA,"0.12008281573499","0.0862378727991377",NA,NA,"0.0553977272727272","0.17564308681672","0.0255246738513896","0.0953107960741548","-0.219210526315789",NA,NA,"0.05707656612529",NA,"0.173584905660377","0",NA,"-0.0335897435897436","-0.135135135135135",NA,"-0.0120290512936904","0.190573306140947","0.146415094339623","-0.0583232077764278","0.0303899082568806",NA,NA,"0.0331658291457287","0.170655567117586","0.0367633124881561",NA,"0.159247195077814",NA,"0.250140845070423","0.0775609756097561","-0.087400917813934",NA,"0.416867469879518","47"
"0004","-0.322799097065463",NA,NA,"-0.103211009174312","-0.0156576200417537","-0.124660264540678",NA,"0.0848484848484849","0.0726055612770338","0.0364279766860949","0.102289332683877","0.00400610454025183","-0.00273910066194943","0.133877551020408","0.11539751761154","0.0406283856988082","0.0859962406015037",NA,"0.057678613814384","-0.107700997928827","0.073730617208878","0.134296642583935","-0.129325722440243","-0.036923076923077","-0.0259709873654656",NA,"-0.178710514928602",NA,"0.0462581096399199","-0.0386992743886052","-0.016874310045734","0.117505995203837","0.109021531752521","0.195652173913044","0.13625",NA,"-0.00855491329479763","-0.00596842510589132","-0.0158730158730158",NA,"-0.0391849529780564","-0.0608444794125361","-0.211152815013405",NA,NA,"-0.0233477011494252","-0.219387755102041","0.0500901622921258","-0.012891344383057","0.0277211577660008","-0.0152632259733541","-0.0995488721804511",NA,"0.0118343195266272","-0.0279832743647475",NA,"0.00474833808167148","-0.0626275309998431","0.33976833976834","-0.397233201581028","-0.387864256731833","0","0.124338624338624",NA,"-0.0180240320427235",NA,"0.0587209302325582","-0.0152733118971061","-0.0525617202017522","-0.113880206133311","-0.409174990751017","0.0755880337976707","-0.0597738287560582","0.0330670217487793",NA,"-0.078781512605042","0.119883040935672","-0.00305343511450375","-0.0746153846153847","0.0262090356282903","0.154710061884025","-0.0418910831837223","0.0956175298804781",NA,"-0.156192236598891","-0.0691366192523983",NA,"0.23792270531401","0.279946164199192","0.00957264957264961","0.206858407079646","0.0129430505774592","-0.0478597910347153",NA,NA,"-0.0342405618964004",NA,"0.307073954983923","-0.0299188640973631",NA,"-0.0612894667020429","0.127083333333333",NA,"0.142889960946474","-0.112105062809288","0.0401579986833444","-0.201505376344086","0.0523094045631609",NA,NA,"0.105058365758755","0.0168888888888888","0.0420398464631694",NA,"-0.0936621916952857",NA,"0.0563316809373592","0.154368492530557","0.08",NA,"0.33976833976834","59"
"0005","0.246666666666667",NA,NA,"0.278772378516624","-0.0668080593849416","-0.248395777271786",NA,"0.138324022346369","-0.0578492558809409","-0.0749146414942759","-0.143614670790985","0.00703021090632714","-0.0100709544518196","-0.226061915046796","-0.138947368421053","0","-0.0824318476849849",NA,"0.0771992818671454","-0.0388267566997258","0.0267591674925669","0.0760584488572498","0.0231509936488424","0.0351437699680512","-0.0799903915445593",NA,"0.116262732701089",NA,"-0.0311426661441645","0.0209672910259994","0.0721847930702599","0.150214592274678","0.092160235930204","0.0165289256198348","0.104038975326104",NA,"-0.0380130597014926","-0.0352508231648267","0.0704045058883769",NA,"0.0144100054377379","-0.0801452108349624","0.289831430125068",NA,NA,"-0.383964692901802","0.603485838779957","0.0578133943903835","-0.0708955223880597","-0.176120587068624","0.311966373308814","-0.0146960587842352",NA,"0.298245614035088","-0.0258107213765717",NA,"-0.120982986767486","0.157233757535164","0.00576368876080692","-0.003672131147541","-0.0961132871346791","-0.0804597701149425","0.12235294117647",NA,"0.217992295490596",NA,"0.0950027457440967","0.0126530612244897","-0.154104791258055","-0.00476689865573458","0.0331872260488415","-0.0312101910828025","-0.117697594501718","-0.10719656283566",NA,"0.137970353477765","0.0443864229765014","0.838693210821848","0.205320033250208","0.0438652307398629","-0.0694720127034538","0.134915677701437","0",NA,"0.026286966046002","0.154939587775409",NA,"0.0273170731707316","0.113564668769716","-0.115137148662377","-0.114573785517874","-0.0322390406919599","0.190442477876106",NA,NA,"-0.0945454545454545",NA,"0.030750307503075","-0.114479874542603",NA,"0.0740531373657433","-0.133086876155268",NA,"-0.00924623115577891","-0.0782422293676313","-0.10126582278481","0.122811742526259","0.157059756742464",NA,NA,"-0.110915492957746","-0.0629370629370628","-0.0517453078407296",NA,"-0.0182569755425422",NA,"-0.178754266211604","-0.0749019607843137","-0.0554497354497354",NA,"0.838693210821848","78"
"0006","-0.0294117647058824",NA,NA,"-0.12725","0.0369318181818181","-0.170201046543652",NA,"-0.0865724381625441","0.0191082802547771","0.0788102475032565","0.0660474716202271","-0.029433962264151","-0.0159537572254335","0.101860465116279","-0.00663639538945154","-0.0466770779108104","-0.068615892478189",NA,"-0.101458333333333","-0.0750823271130625","-0.064396028681743","0.0675487465181059","0.0362434921906288","-0.131944444444445","-0.00339425587467351",NA,"0.0295783511642542",NA,"0.171139662146086","0.0262869660460021","-0.00134649910233398","-0.0457089552238806","0.0308280828082809","-0.0504065040650407","-0.0755871886120997",NA,"0.0916363636363637","0.0250953623770327","0.171968428605597",NA,"-0.00911283838113115","-0.0437158469945354","0.0427908937605397",NA,NA,"-0.00208955223880598","-0.11820652173913","-0.148088023088023","0.0983935742971886","-0.0625902744342803","0.040048057669203","-0.00423728813559322",NA,"0.0450450450450449","-0.00849184782608696",NA,"0.161290322580645","0.0960787150918825","0.0171919770773638","-0.378043964722917","0.0823333333333333","-0.0140000000000001","-0.0167714884696015",NA,"0.027906976744186",NA,"-0.0656970912738216","0.133817009270455","-0.0476979132162968","0.0107289970303669","-0.0133333333333333","0.0874424720578566","0.0272638753651413","0.0358517805582289",NA,"-0.0701402805611223","0.285714285714286","0.0469183786785119","0.163793103448276","0.119421522237715","0.0853242320819113","-0.014859658778206","-0.0250505050505051",NA,"0.0298826040554964","-0.119076923076923",NA,"-0.00284900284900279","-0.0557129367327667","0.0799846919249904","0.00258799171842654","0.0942514726792606","0.133809099018733",NA,NA,"0.177710843373494",NA,"-0.118138424821003","0.00531286894923258",NA,"0.0428947368421053","-0.106609808102345",NA,"0.00669506999391354","0.0827906976744187","0.0478873239436621","0.0285440153514033","-0.0187385740402194",NA,NA,"-0.0386138613861385","0.0597014925373133","0.00110987791342943",NA,"0.00456140350877189",NA,"0.25974025974026","-0.0224671470962273","0.313690342818732",NA,"0.313690342818732","119"
"0007","0.198347107438016",NA,NA,"0","0.0482191780821917","0.377364752738135",NA,"-0.0120352460777993","0.0202500000000001","0.124572348561079","0.0450145208131655","0.140940902021773","-0.0190319548872181","0.130434782608696","0.0868495077355836","-0.136512559155442","0.069620253164557",NA,"0.0027822861117551","-0.0719202468549727","-0.0253500368459838","-0.14187866927593","-0.0713043478260869","0.0871111111111112","0.00654964631909877",NA,"0.0487469437652811",NA,"0.103061576905105","0.173959445037353","0.121797752808989","0.1544477028348","-0.0694171578258022","0.174657534246575","0.167385278718817",NA,"0.0326449033977348","0.00372111241676455","0.0944897959183674",NA,"0.153908574519881","-0.0514285714285715","0.294319789771579",NA,NA,"0.146874065210889","0.425269645608629","0.0679652763074317","-0.0950639853747714","0.209039548022599","-0.297266076241817","-0.0563404255319149",NA,"0.456896551724138","0.0695443645083932",NA,"-0.0796296296296297","0.178745874587459","0.261971830985916","0.150828924162257","-0.0779180782260547","-0.0588235294117647","-0.0234541577825161",NA,"0.116561085972851",NA,"0.0509930220075147","0.00888730892285816","-0.0890434782608695","0.0996114112406406","0.0577395577395576","0.0431277710600564","0.0616113744075828","-0.00975609756097548",NA,"-0.0851293103448276","-0.0241666666666666","0.136833731105807","0.214814814814815","0.0163905414051758","0.158411949685534","0.120670391061453","0.106092001657688",NA,"0.103626943005181","0.135172895564094",NA,"0.157619047619048","0.323","0.11516654854713","0.217346411977284","0.212734360497494","0.00813008130081288",NA,NA,"-0.127024722932651",NA,"0.293640054127199","0.0792718731650028",NA,"0.0181680545041635","0.121718377088305",NA,"0.120112857718662","-0.480455326460481","0.225134408602151","-0.15321828358209","0.0437820214252446",NA,NA,"0.0679711637487125","0.16637323943662","0.0184774575018477",NA,"-0.0209570380719524",NA,"0.14680412371134","0.149176062445794","0.0286542725567116",NA,"0.456896551724138","54"
"0008","-0.577011494252874",NA,NA,"-0.136064164995703","0.0820700470465238","-0.0737349397590362",NA,"0.0217533173809006","0.0918892428326391","-0.173407301360057","0.063918480778138","-0.0170386777986028","0.197604790419162","-0.0220313666915609","0.083791653186671","0.0145446880269816","0.00899408284023675",NA,"0.0390751445086705","0.110485933503836","0.0653258732799033","0.0475104522995059","0.104036620890553","0.10874897792314","-0.0176991150442478",NA,"-0.194958472971004",NA,"-0.0738912627081186","-0.147727272727273","-0.444978632478632","0.0448772226926333","0.0790523105794041","-0.00728862973760943","-0.0788814140614695",NA,"-0.0202150537634408","0.0109268292682927","0.174715644228976",NA,"-0.0351617440225035","0.0103748326639894","-0.110260815242855",NA,NA,"-0.0761606677099635","-0.195675675675676","0.0779143536875496","0.012121212121212","-0.0628717077315208","0.111369863013699","0.016955266955267",NA,"0.0147928994082841","0.109224855861627",NA,"-0.022132796780684","-0.14996080188151","-0.100446428571429","-0.563231778336296","0.190046760187041","0.247844827586207","0.093886462882096",NA,"0.0517101637218349",NA,"0.0873340143003065","0.16138125440451","-0.0477281405116457","-0.0831753146009308","0.0145180023228804","0.027434312210201","0.00178571428571441","-0.0767065446868403",NA,"-0.0734197094621122","0.117278679191574","0.255889899696758","-0.219512195121951","0.0736328203479729","0.102816423481507","0.11814556331007","0.231922068190334",NA,"-0.114553990610329","0.194153846153846",NA,"0.0773344302756069","0.0317460317460317","-0.00190657769304095","0.0144189991518237","0.146333996632481","-0.0772632674297606",NA,NA,"0.0273437499999999",NA,"0.0167364016736402","-0.0816104461371056",NA,"0.0988847583643123","0.197872340425532",NA,"0.0692695214105794","0.0463001240181892","0.0839275918815141","0.0380060589369318","-0.0419455600178492",NA,NA,"0.00867888138862118","0.0954716981132076","-0.0458998548621189",NA,"-0.00321084552265429",NA,"0.022653721682848","-0.0766037735849057","0.161664732216879",NA,"0.255889899696758","78"
"0009","-0.239130434782609",NA,NA,"0.141909814323607","0.0159420289855073","-0.047086368366285",NA,"-0.0193740685543963","0.000673249551166991","-0.0149382983329725","0.00827165868524168","-0.0499219968798751","0.1538","-0.0824742268041237","0.0662686567164179","-0.0571369208393933","-0.0368285245132536",NA,"-0.0389408099688474","0.193459235375403","0.208232789212207","0.0954281567489116","-0.189596683000377","-0.0132743362831858","-0.0635930047694753",NA,"-0.0247963800904977",NA,"-0.0265889746241348","-0.124444444444444","0.0827718960538979","0.107779578606159","0.0530434782608695","0.245227606461087","-0.170270657310612",NA,"0.060359964881475","0.0482532329666088","0.0763492063492064",NA,"-0.0753158406219629","0.0268300761841669","-0.124012638230648",NA,NA,"0.51072840203275","0.081989247311828","0.0667647599779291","-0.00399201596806379","-0.120126926563917","0.101688647849131","0.0775097552323518",NA,"-0.215743440233236","0.00808547502165735",NA,"0.205761316872428","-0.121607378129117","0.109181141439206","-0.515789473684211","-0.0864440078585463","0.142918825561313","0.115768463073852",NA,"-0.035758323057953",NA,"0.110380460310005","0.0876820388349515","0.228147554129912","-0.0617655353953183","0.0483686319404695","-0.0124106807070327","0.0178253119429589","0.0950203252032521",NA,"0.244915254237288","0","0.118499257057949","0.3321875","0.0241646238390189","0.0289230769230769","0.115024520731164","0.00364963503649627",NA,"0.268292682926829","-0.0200979129090441",NA,"0.0549828178694157","-0.241025641025641","0.139127666348297","-0.0158862876254182","0.00801175056749892","-0.00958556526642223",NA,NA,"-0.0480038022813687",NA,"0.0123456790123456","0.0385071090047395",NA,"0.0568335588633287","0.209591474245115",NA,"0.0267541645633519","0.032398261556697","-0.0946356275303644","0.086229769169541","0.0973451327433628",NA,NA,"-0.0889101338432124","0.0258353427488805","0.182544209925841",NA,"-0.00572655690765927",NA,"0.202180028129395","-0.242746219861054","-0.0989152155295461",NA,"0.51072840203275","46"
"0010","-0.157142857142857",NA,NA,"-0.166957026713124","0.0337612933903945","-0.325962325962326",NA,"0.0855405992184107","-0.0132316662928909","-0.189450549450549","0.0241796200345423","-0.0957854406130268","-0.0476685734096031","-0.168955472326259","0.0481522956326987","0.150066108417805","-0.0029225523623966",NA,"0.0259319286871962","-0.0281744500192976","0.0305451127819548","0.0370983769460085","-0.0886046511627907","-0.0657698056801196","-0.192133559705716",NA,"-0.111358574610245",NA,"-0.0534455635687581","-0.050761421319797","-0.154222222222222","0.0724213606437454","-0.0631709331131295","0.0424528301886792","0.0982050396962376",NA,"0.0337404264127509","-0.0195175842386301","0.0184338593127857",NA,"-0.185496584340515","0.0283870967741935","-0.17713655946298",NA,NA,"-0.0941880022425715","-0.114285714285714","0.137413793103448","0.0681362725450902","-0.0159711488923235","0.0482210785410607","-0.000987654320987692",NA,"-0.0557620817843866","0.0143225436837582",NA,"-0.007679180887372","-0.210889455527224","0.100671140939597","-0.565217391304348","0.232872503840246","0.0744238760861353","0.0196779964221825",NA,"-0.264705882352941",NA,"0.0423011844331641","-0.0488145048814505","-0.00228534116878878","-0.194689378757515","-0.109200109200109","-0.0843488194973343","-0.122591943957969","-0.0672853828306264",NA,"0","0.00636942675159236","-0.112587180338758","0.0234576589256392","-0.0108410326997218","-0.00568181818181811","0","0.00393939393939402",NA,"0.0326086956521738","-0.166710491717065",NA,"0.0723850886717336","-0.348455598455598","0.0656791503633315","-0.0849617672047579","0.0404027023446816","-0.211784799316823",NA,NA,"0.0279580629056415",NA,"0.0782520325203252","0.121505989731888",NA,"0.0226205719163466","-0.0587371512481644","-0.0172549019607844","-0.0412979351032449","-0.129353233830846","0.0743432084963666","-0.264044943820225","0.131578947368421",NA,NA,"0.0881427072402938","0.00738750839489587","0.059655893230423",NA,"0.013678905687545",NA,"0.0254460368528811","-0.0992984349703184","-0.115951211785205",NA,"0.232872503840246","61"
